Deaver, WY ; 44.8885625 ; -108.5979033 ; Cody, WY ; 44.52634219999999 ; -109.0565308
Wilmington, NC ; 34.2257255 ; -77.9447102 ; Michigan City, IN ; 41.70753939999999 ; -86.8950297
Hershey, PA ; 40.2859239 ; -76.65024679999999 ; King of Prussia, PA ; 40.1012856 ; -75.3835525
Natchez, MS ; 31.5604442 ; -91.40317100000001 ; Pine Bluff, AR ; 34.2284312 ; -92.00319549999999
Crystal Lake, IL ; 42.2411344 ; -88.31619649999999 ; Aurora, IL ; 41.7605849 ; -88.32007150000001
Dothan, AL ; 31.2232313 ; -85.3904888 ; Owensboro, KY ; 37.7719074 ; -87.1111676
Miami, FL ; 25.7616798 ; -80.1917902 ; Lake City, TN ; 36.2178566 ; -84.15464519999999
Walsenburg, CO ; 37.6241793 ; -104.7802645 ; Crescent Junction, UT ; 38.9430269 ; -109.8173475
Frankfort, KY ; 38.2009055 ; -84.87328350000001 ; Norfolk, VA ; 36.8507689 ; -76.28587259999999
Los Lunas, NM ; 34.806166 ; -106.7333599 ; Socorro, NM ; 34.0583995 ; -106.8914159
Kingman, AZ ; 35.189443 ; -114.0530065 ; Morro Bay, CA ; 35.3659445 ; -120.8499924
Willard, NM ; 34.5958972 ; -106.0336253 ; Albuquerque, NM ; 35.0853336 ; -106.6055534
Raton, NM ; 36.9033581 ; -104.4391532 ; Santa Fe, NM ; 35.6869752 ; -105.937799
Gallup, NM ; 35.5280783 ; -108.7425843 ; Monticello, UT ; 37.8713829 ; -109.3428948
Myrtle Beach, SC ; 33.6890603 ; -78.8866943 ; Buena Vista, VA ; 37.7343004 ; -79.35392379999999
Bristol, TN ; 36.5951059 ; -82.18874439999999 ; Strawberry Plains, TN ; 36.06314140000001 ; -83.6860109
Georgetown, SC ; 33.376834 ; -79.2944964 ; Charlotte, NC ; 35.2270869 ; -80.8431267
Powhatan, VA ; 37.5415273 ; -77.91882389999999 ; Selinsgrove, PA ; 40.7989735 ; -76.8621935
Echo, UT ; 40.97789849999999 ; -111.4413165 ; Kimball Junction, UT ; 40.7271706 ; -111.5440894
Chapman, FL ; 27.150632 ; -80.200912 ; Bradenton, FL ; 27.4989278 ; -82.5748194
Albuquerque, NM ; 35.0853336 ; -106.6055534 ; Montrose, CO ; 38.4783198 ; -107.8761738
Hondo, NM ; 33.3875888 ; -105.2708179 ; San Antonio, NM ; 33.9178438 ; -106.8658586
Furman, SC ; 32.6815627 ; -81.1881597 ; Mount Airy, NC ; 36.4993007 ; -80.6072858
Philadelphia, PA ; 39.9525839 ; -75.1652215 ; Scranton, PA ; 41.408969 ; -75.66241219999999
Mount Union, PA ; 40.3845217 ; -77.8822199 ; Hancock, MD ; 39.6989809 ; -78.17972929999999
Echo, UT ; 40.97789849999999 ; -111.4413165 ; Ogden, UT ; 41.223 ; -111.9738304
